comment,stance,reason,explanation
「台湾有事」が原因で日中が対立し、トランプ氏が高市総理に要請して修正を求めなかったなら、彼女の判断が正しいということだよね。外交の絶妙なバランスを維持している。,support,diplomacy_ability,バランスの取れた対応を肯定
nan,neutral,other_reason,非特定コメント
ノーベル平和賞,neutral,neutral,投票や受賞声明への評価がなく、関係性未示
やっぱりトランプに怒られてた高市ワロタw,oppose,other_reason,トランプ批判を冷笑的に評価
やっぱり咎めてたんだ,oppose,diplomacy_ability, australia議員への批判と同様に、日本が外交的失態をしていると批判
高市と比べたらトランプが健常者に思える,oppose,leadership,高市氏の資質が低いと評価
【速報】 トランプ米大統領が高市首相に、台湾巡り助言したという報道は事実ではない　日本政府が否定 ★3,neutral,neutral,日本政府が事実無しと否定したとの記録のみで立場表明なし
"ああ、既に、中国共産党が日本に白旗掲げて、
習近平が土下座してたのかw🤣🤣🤣",neutral,other_reason,現実と乖離したデマ表現をユーモア調で述べる
存在しない日本政府関係者,neutral,other_reason,固定文句で実在性を否定
広島原爆は天罰,oppose,other_reason,被害者に対する非人道的発言。立場表明あり
官房長官ウソついてんじゃん,oppose,leadership,官房長官の言動に不信感を表明
【速報】 米大統領が台湾問題で高市首相に中国挑発しないよう助言との事実ない＝日米首脳会談巡り官房長官(ロイター) ★2,neutral,other_reason,官房長官の発言を事実として引用
"何もないわけないんだよな
タイミング見たって明らかなんだし",neutral,other_reason,状況やタイミングを信じろと主張してるが、具体性がない
これはその通りだ。米中が物理的軍事的に決して事を起こさないことが重要であるように同時にまた日本も同じだからだ。,neutral,other_reason,高市氏への評価・批判なし
"物価高市！m9(^Д^)プギャーｗｗｗ
日銀利上げしろカス",oppose,other_reason,『物価高市』の皮肉表現による批判
もう無理,oppose,leadership,高市首相の対応に限界を感じている
"これまでも別に何もしてないし
これからも何もしないだけ",oppose,leadership,何もしない姿勢が指導力を否定
共同通信アルｗｗｗｗｗｗｗｗｗ,neutral,other_reason, wohlやアルなどのネット表現による効果は純粋な批評や支持を示さず、感情表現に留まる
キンペーがトランプに泣きついたかwww,oppose,political_ideology,トランプに『泣きついた』は小西洋之政策を支持しない姿勢を示す
"捏造です、　共同は
ホタテの輸入禁止と
デマを飛ばし
中国に規制事実化をさせました
停波へ",neutral,other_reason,立場表明無しでデマ批判のみ
"習近平が泣き寝入り
台湾は内政問題から
国際問題にしたのは
自業自得な
バイバイ
【速報】 トランプ米大統領が高市首相に、台湾巡り助言したという報道は事実ではない　日本政府が否定 ★3 [お断り★]
https://asahi.5ch.ne...newsplus/1764244319/",oppose,other_reason,台湾関連首相答弁を主張し、高市氏擁護の意図
"国内機関も国外機関もニュースに出てるのに信じられないやつは一体何を信じるのだろうか
大本営だけを盲信する感じ？",neutral,other_reason,高市氏への直接的な評価なし
国内ではイキりパフォーマンス続けて日本国民騙そうとしてるのねｗ さすが朝鮮カルト総理,oppose,political_ideology,朝鮮カルトとの評価で政治的信条を攻撃
ソースが共同通信でオールドメディアだし。日本政府は言われてないと言ってる,neutral,other_reason,メディアの信頼性に対する評価で、高市氏の評価ではない
"WSJ以外も報道しまくりだが
ネトウヨさんはどう屁理屈こねるかな?ｗ",oppose,other_reason,ネトウヨを皮肉的に批判
">>1
”高市首相はいままでの首相のようにちゃんと主語をぼやかして回答していて明言は避けていたんだよね。
岡田さんが台湾だと言っただけで。
「支持率下げてやる」ために台湾と絡めてしつこく質問した岡田さんと
「支持率下げてやる」ために岡田さんの台湾発言を高市さんの言葉に加えたマスコミが
このただの国会質疑を国際問題化させただけだよ？",support,diplomacy_ability,主張を曖昧化した始めを称賛
でも、武器は売ります。,neutral,other_reason,高市氏擁護・批判の状況不明。武器販売の文脈は政治的立場の両論併記に該当ファイル。
いやおまえ最高の総理になるって言ってたろ？人を見抜く力を付けろやトランプさんよおw,support,leadership,トランプ氏の支持表明を肯定しつつ、彼の眼力を称賛
共同通信と謎の政府関係者 怪しすぎる,neutral,other_reason,取引関係への懸念を示すが、高氏に対する評価はなし
"ネトウヨ…どうすんのこれ
日本政府内にも中国人がいるのかい？",oppose,political_ideology,トランプ批判を含む右翼的思考の反映
"要請されたぞ
おーお
エラコッチャ",support,leadership,トランプ氏の直接要請を称賛
高市氏にはスパイ防止法制定を期待している,support,security_ability,防衛関連政策への支持を表明
"トランプがまともな人に見えてしまう
日本大丈夫か？",oppose,leadership,トランプを高く評価し日本を危惧する
支持率の高さに気が緩んであの失言をしたのだろう トランプはちょっと強く言った方がいい トランプに注意してもらうことを期待するなんて情けない限りだが・・・,oppose,leadership,感情を抑える必要性を指摘し、指導力不足を批判
そもそも中国が勝手にキレてるだけで最初からなにもしてないからな日本は,oppose,political_ideology,日本を弱体化させる発言
中国一緒にエスカレートさせてるマスコミに言えとしか,oppose,criticism_validity,マスコミへの批判が高市氏批判と文脈つながる
キンペー言ったんだろ,neutral,other_reason," ambiguous phrase, no clear stance"
共・同・通・信,neutral,other_reason,メディア名の列記で評価なし
ネトウヨ逝ったあああああああああ,neutral,other_reason,感情表現で立場判断できない
">>11
報道の方が嘘
という発想はないんだ？",oppose,criticism_validity,報道内容そのものに真実性の疑問を呈し、批判の正当性を支持した。
そもそも、なぜ今このタイミングでアメリカから電話が掛かってきたか考えればわかることだよね,neutral,other_reason,状況の背景を問いかけ、主張が明確でない
">>1
やっぱり怒られてるんかい！w",oppose,leadership,高市氏が米国に締め付けられていると批判
"さぁ、どうする、高市応援派w
保守だからって全てを肯定してるようでは真の保守とは言えない。保守というのは厳しいんだぞ。ま、高市はエセだがw",oppose,political_ideology,高市氏を「エセ(偽物)保守」と批判
>>24 WSJもロイターも朝日も共同も日経etc全てが嘘つきのオールドメディアだと言うのですか？本当にどうしようもないですね 何なら信じられるんですか,neutral,other_reason,メディア全体への不信感を表明している
報道は日米両方から出てるからなぁ,neutral,other_reason,報道元を述べた内容で、立場表明なし
もうええでしょう,neutral,other_reason,感情や意見を表明せず、淡々とした終止形
">>1
現代のナチス中国共産党「発言を撤回しろ！」
立憲民主党「発言を撤回しろ！」
日本共産党「発言を撤回しろ！

第三次世界大戦を企てる現代のヒトラー習近平に三跪九叩頭の礼をしてしまう売国政党が有るんですけどwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww",support,political_ideology,高市氏の対中関係姿勢を称賛
TACO大統領に叱られて口答えしたらあかんよ、早苗ちゃん,oppose,diplomacy_ability,米国を怒らせた際の対応を批判
>>44 ニューメディアって立花隆とか？,neutral,neutral,著者を特定しており高市氏と無関係
"WSJ嘘呼ばわりしてた内閣やべーよ
デマ発信機内閣やん",oppose,political_ideology,内閣を悪質な信奉者と非難
明日以降もいろんな所から報じられそうだなｗ つか普通に考えたらWSJ以外からも出るのわかりそうなもんだが バカウヨには無理だったかｗ,oppose,political_ideology,右翼を含む conservatives（バカウヨ）を批判
勝手に戦争始められたらそりゃ迷惑だもんな,neutral,other_reason,事件への反応で立場表明なしなら他理由
立憲民主と朝日と中国でヒートアップしてるだけで日本は関係ないんですよ,neutral,other_reason,日本との関係性を否定し、立場表明なし
誰がエスカレートしてるの？,neutral,other_reason,立場表明なく、問いかけ
ウソに釣られる老害左翼w,oppose,political_ideology,左翼の言動を否定し、左翼タグを用いて批判
