comment,stance,reason,explanation
高市総理がとんでもない安全保障オンチでああり、外交オンチであるのだけど、それが国民の皆さんには伝わっていないのだろうか。。,oppose,security_ability,小西洋之議員の批判を支持し、安全保障能力について評価
うさ,neutral,other_reason,意味不明な一言。文脈がない
おまいう,oppose,other_reason,皮肉を込めた支持・擁護表現
事実陳列罪てやつ？,neutral,other_reason,表現が曖昧で判断不能
中華は全く悪くないニダなｗ　中華が怒るのは当たり前ニダなｗ　悪いのは高市ニダなｗ,oppose,criticism_validity,小西洋氏の批判を支持し、高市氏を非難
ガチ詳しい人に聞きたいんだけど、北斗の拳に例えると今どの辺？,neutral,other_reason,作品で比喩しているため立場が不明
人間音痴小西,oppose,leadership,小西議員の非人間的質を批判
外務大臣とかやっとくべきだった,oppose,diplomacy_ability,外交能力不足を指摘
ホリエモンに論破されてたやつ？,oppose,leadership,高市政権のリーダーシップを疑問視
票田からの苦情,neutral,other_reason,選挙区や支持基盤に関する事実叙述
アタマネトウヨだから仕方ないの,oppose,political_ideology,右翼思想と非難
この人政治家云々以前にその辺にいたら普通に社会不適合者だよね,oppose,leadership,政治家以前に社会適応が出来ないとして批判
"立憲は何言ってもネトウヨには響きません
ざまあ",support,political_ideology,ネトウヨへの無視・報復を認めて支持
"物価高市！m9(^Д^)プギャーｗｗｗ
日銀利上げしろカス",oppose,political_ideology,高市氏への蔑称と政策批判。
立憲の支持者ってどんな人なんだろう,neutral,other_reason,高市批判を前提とする議論とは無関係
,,,
小西と米山はいつもニヤケ顔してるよな,oppose,other_reason,小西を皮肉りながら批判的意図
自分は政治オンチ？,neutral,neutral,自身の立場表明が不明。
"一ヶ月で成し遂げたこと
トランプの横ではしゃぐ世界中の恥
中国との関係悪化
円安
お米券3000円
マウント取れる洋服選び",oppose,other_reason,高市政権の政策批判と存在そのものを皮肉
>>1 言葉遊びばっかりしてる馬鹿www,oppose,other_reason,馬鹿と罵倒し、言葉遊びと批判
"一度日中議連を解体しないと駄目だな
依存強化してるだけで日本にも中国のためにもなってない",oppose,diplomacy_ability,日中議連の存在を否定し、外交的依存の悪影響を指摘
ウンコするのも納得,oppose,leadership,小西氏の批判に同調する意味不明な表現
"撤回すれば高市政権は終了〜
かといって中国への対抗カードはない
石破が悪い。公明党が悪い。岡田が悪い。マスコミが悪い
と何もできないから責任転嫁し続けるしかないねｗ",oppose,leadership,責任転嫁する姿勢を批判
奈良公園の管理人がちょうどいいレベルなのに,neutral,other_reason,記事主題とは無関係の比喩的表現
小西に正論吐かれるレベル,oppose,leadership,高市総理の資質を否定し、小西氏が正しいと評価
立憲民主党は尖閣諸島を中国に差し出す気,oppose,criticism_validity,小西議員批判内容への賛同を示唆
政局のために国益かけて嵌めるような真似するような政党に支持が集まると思うのか？頭おかしいんとちゃうか？,oppose,other_reason,政界の政党批判で政治家軽視の表現
"小西の発言は全て無視でOK
立憲支持者からのアドバイスだ",oppose,criticism_validity,立憲支持者の意見とはいえ批判的
">>27
立憲がー
c:ｗｗｗｗ",neutral,other_reason,感情表現で立場不明
オチンチンオチンチンうるさいよ,neutral,other_reason,不適切で意味不明の表現
"はよ国外亡命しろや
いつまで居る気だよ",oppose,leadership,高市氏の在任期間や資質を否定
"小西の間抜けヅラ大っきらい
笑うんじゃねーよ",oppose,leadership,小西議員への人間的否定と嘲笑
"口だけクソ野郎死ねばいいのに
死んでしまえばいいのに",oppose,leadership,高市氏を非人間的に貶し、排除を望む内容
">>29
国に帰れ",oppose,political_ideology,高市氏への敵対的言動で、政治的な立場を攻撃
外交うんち,oppose,diplomacy_ability,「外交オンチ」を引用し批判
立憲がとんでもない売国奴で日本人アンチ,oppose,political_ideology,立憲民主党を批判・侮辱
票田の商工会議所からの苦情だからな,oppose,other_reason,商工会議所の反応を批判的理由に引用
立憲共産党は日本人の敵,oppose,political_ideology,政党としての敵対性を明確に表明
"台湾有事巡る答弁、政府見解にしないと首相
梯子外されたヤツらは一体何処に行くのやら
土壇場で高市さんに迄裏切られたヤツらってなんなんだろうな
あ、政府見解にはしないから私の私見だからでトンズラw取り残されたお前らの立場がないよね",oppose,criticism_validity,批判の正当性を認めている
"シナに圧力かけられてるのかな
お前が言うと逆効果にしかならんぞ🥹",oppose,political_ideology,自らの発言が外交的に逆効果になるという批判的見解
"お、国民の敵クソ小西がまた吠えてやがる
キャンキャンうるせえんだよバカ",support,leadership,小西を「国民の敵」「クソ」と罵って支持表明
安倍晋三(2015.6.17)参議院、党首討論より「この状況では武力行使をする、この状況ならしないと手の内を明かす海外のリーダーなんている訳ないじゃないですかw」国会で堂々と台湾有事に手の内をさらして武力介入するって宣言した高市って⋯？本当に国のリーダーなのか？,oppose,leadership,國のリーダーとしての資質を直接疑問視
">>23
対抗してばちばちにやり合う必要などない",neutral,other_reason,対立の必要性についての婉曲的見解
最近のウヨクなら人気出るっていう流れに乗って人気出たけど、一国の総理やるなら馬鹿みたいにウヨクやってられるわけねーんだよ,oppose,political_ideology,総理としてのウヨク言行を否定
"こういう発言は中国を利するだけ
外交オンチはこいつ",oppose,diplomacy_ability,高市氏を外交オンチと批判
お前がなｗ,neutral,other_reason,相手を揶揄するのみで立場表明なし
常に半笑いこにしキモいわ,oppose,leadership,高市首相の表情や態度に対する否定的評価
狂人からの常人認定をいただけましたね,oppose,leadership,高市氏を狂人と評して指導力を否定
"目くそ鼻くそを笑うみたいな？
まぁ正論だけどさ",oppose,security_ability,高市氏の安全保障知識不足を批判
">>42
安倍も親中だったってだけだろ😉",oppose,political_ideology,高市氏の対中姿勢を批判
">>42
お前も朝日と同じで内容捏造かよ
誰が武力介入って言ったんだよ？",support,criticism_validity,小西氏の批判内容を否定している
"政治オンチと常識オンチと人道オンチの
低脳馬鹿アカの脱糞小東がなんか発狂錯乱しとるw🤣",oppose,leadership,小西議員への人身攻撃と能力否定
"集団的自衛権は、国際法である国連憲章第５１条において規定されている。
戦争は一国の国内だけでするものではない。
戦争については、憲法ではなく国際法において、法規制される。
もちろん、国際法に反する戦争を行うと世界から非難を受け、必ず戦争で敗戦することになる。
日本が戦犯となった第二次世界大戦で、このことはよくわかっているはずである。

日本政府は公式に、台湾は大陸中国の領土であるとしているので、日本は台湾を国として認めていず、日本と台湾との間には全く何の条約も存在しない。台湾の人々からの同意も無しには、日本と台湾との集団的自衛権は成立し得ない。
したがって高市首相が、国会で日本国の存立危機事態だと述べても、日本には集団的自衛権は無い。

自衛権は、国連憲章第５１条において、固有の権利と規定されている。
固有の権利Inherent right とは、生物である人間の生まれながらの権利、自然権、すなわち基本的人権のことである。
高市首相が国会で述べていた日本国の存立危機事態というのは、国家権力についてのことであって、国民の人権のことではない。
これでは、日本に自衛権は無い。",oppose,security_ability,安保知識や国際法的理解不足の指摘
この人は国民を馬鹿にしてる？,oppose,leadership,小西洋之氏を「国民を馬鹿にしてる」と批判している
">>39
答弁を削除してないのに政府見解にしないということ？",neutral,neutral,政府見解の指定条件を問う事実叙述
正論 ついでに空気を読む力がない,oppose,leadership,空気を読めない指摘はリーダーの資質批判
ガチ詳しいのに聞きたいがコニタン落選して地方のサッシ屋儲かる？,neutral,other_reason,高市氏への立場表明なし
"SNSで一方的に批判して勝った気になってる議員とか
立憲てマジでこんなんばっかりだな
このアホ当選させたのは誰だよ",oppose,political_ideology,立憲民主党を一般化して批判
"岡田の質問ってさ
歴代総理は全て質問され、こう答えてるんだよ

小泉「個別の案件にはお答えしない」
福田「個別の案件にはお答えしない」
麻生「個別の案件にはお答えしない」
安倍「個別の案件にはお答えしない」
菅「個別の案件にはお答えしない
岸田「個別の案件にはお答えしない」
石破「個別の案件にはお答えしない」

高市「存立危機事態になり得るケースであると考える」

こいつは濁すってことを知らない",oppose,security_ability,曖昧な回答と比較し、高市氏の明確な答弁を批判
立憲は次は岡田のイオン並みの組織票がなきゃ確実に落ちるから、キズアトを残したいんやろう？高校野球の甲子園戦で敗けて砂を持って帰る衝動がごとく、確かに自分は大勢から疎まれる政党にいたように見られても、今ここで政治家活動をしてたんだぞってな？,oppose,other_reason,立民の意図を批判するニュアンス
高市がオンチなら小西はウンチ,oppose,other_reason,小西氏の評価を攻撃
"習キンペー皇帝昨年3月、7月党大会で脳梗塞で椅子から転げちゃいました。
「朕脳梗塞を３年伏せるアル」🐼",oppose,political_ideology,習近平批判で政治的思想とはとらえる
高市なんとかしろ,oppose,leadership,現体制への強い不満を示唆
早く亡命したほうがいいんじゃね？🤔,oppose,leadership,高市氏の能力に対する根本的否定
">>15
ぐれと蚤の市みたいな奴
ぐれは共産党員だけど",oppose,political_ideology,共産党員とrelationされている
永田町の常識が非常識として一つ正されそうだな,oppose,leadership,保守的慣習を否定するトーン
"米増産しろ
半導体工場つくれ
公務員給与 半額はよ",neither,neutral,批判・支持内容のない主張
そうだそうだ！もっと言ってやれ！！,support,leadership,小西議員を応援する表現です
高市の経済対策は完璧なんだが,support,political_ideology,経済政策への肯定表明
この人、自称憲法学者だっけ？,neutral,other_reason,ナレーターの自称で正式立場不明
現役自衛官に凸された奴ってこいつだっけ？ そんで職場にチクったまさに小者ムーブかましてた,oppose,leadership,小規模問題への過剰反応と組織内の陰口的な行動を批判している
品格も内容もないゴミ議員には落選してもらいましょう,oppose,criticism_validity,小西洋之議員への評価を下げる批判コメント
正論過ぎて,oppose,other_reason,批判的な感情を共有する表現
はい事実陳列罪,neutral,neutral,皮肉表現 churches
">>59
無理矢理答えさせたアカ野党が火病発症して発狂錯乱w🤣",oppose,political_ideology,野党を敵対視し擁護する
公務員は全員怠けてると思ってるバカ,oppose,other_reason,公務員を全員貶める差別的表現
">>67
パンでも食ってろ貧乏人",oppose,other_reason,高市政治への批判を背景にした人襲撃的発言
"安全保障オンチで外交オンチ」じゃないんだよ
高市は、単純に「ネトウヨ」なんだよ
だから、ネトウヨは大喝采してるじゃん",oppose,political_ideology,ネトウヨと斥け、政治的思考批判
野田と小西は千葉の恥,oppose,leadership,小西の批判を称賛し、人間としての価値を否定
左翼は町会長レベルの視野狭窄なんだよね　世界情勢とか理解できない,oppose,security_ability,自身の見解として安全保障認識を批判
">>23
むしろ撤回するなら評価する流れになるやろ
自分の小さなプライドより国益をとった国士になる",support,leadership,国益を優先した人物と評価
批判するだけで絶対に自分の意見は言わない とういかそもそも信念とかないんだろうな,oppose,leadership,信念の欠如を指摘
"コニタンその勢いだ
立憲が潰れるまでやれ",oppose,political_ideology,立憲民主党への敵対的態度表明
">>60
立憲は共産社民系の支持を得てるから
まぁ誰が当選するかは知らんがw",neutral,political_ideology,政党支持層に言及し、立場表明しない
どの政権でも怒らせる中国より、アメリカ呆れさせた民主政権の方が流石に安全保障オンチ外交オンチだとは思う,oppose,security_ability,民主政権を批判し、安全保障の専門性不足を指摘
">>81
事実上の撤回をうまくやるしかないのにな
自民党の議員に全く同じ質問させて元の答弁に修正するとか",oppose,criticism_validity,高市氏の発言を誤っていると判断し、修正を求める
">>75
え？歴代総理みたく　個別の案件には答えなきゃ良いだけでしょ",oppose,political_ideology,総理には対応すべきと主張
トラストミー,neutral,neutral,特定の立場表明なし
小西は相変わらず酷いな,oppose,criticism_validity,小西議員への否定的評価
"集団的自衛権は、国際法である国連憲章第５１条において規定されている。
戦争は一国の国内だけでするものではない。
戦争については、憲法ではなく国際法において、法規制される。
もちろん、国際法に反する戦争を行うと世界から非難を受け、必ず戦争で敗戦することになる。
日本が戦犯となった第二次世界大戦で、このことはよくわかっているはずである。

日本政府は公式に、台湾は大陸中国の領土であるとしているので、日本は台湾を国として認めていず、日本と台湾との間には全く何の条約も存在しない。台湾の人々からの同意も無しには、日本と台湾との集団的自衛権は成立し得ない。
したがって高市首相が、国会で日本国の存立危機事態だと述べても、日本には集団的自衛権は無い。

自衛権は、国連憲章第５１条において、固有の権利と規定されている。
固有の権利Inherent right とは、生物である人間の生まれながらの権利、自然権、すなわち基本的人権のことである。
高市首相が国会で述べていた日本国の存立危機事態というのは、国家権力についてのことであって、国民の人権のことではない。
これでは、日本に自衛権は無い。",oppose,security_ability,高市首相の安全保障認識を誤りと批判
童貞の厨坊がセックスを語ってるくらい滑稽だな、小西は。,oppose,leadership,人物否定と誹謗中傷による人格攻撃
経済オンチだしブサイクが取り柄のアホだろ,oppose,leadership,経済・外見を批判し、総理としての資質全般を否定
ひょっとこガー！！！！！！っ！,oppose,other_reason,雑音が感情を示し批判的
千葉は妨害ヤジの水沼も忘れるなよ,neutral,other_reason,人物名を取り上げ、政治的立場不明
言ってることは正論なんだけど小西が言うと逆効果だから黙ってな,neutral,other_reason,小西氏への評価 Withdraw しており省略の指示
">>81
撤回するイコール中国に攻められても言われるがままなのでそれはないw
撤回したところで海産物の輸入は再開されないぞw",oppose,political_ideology,中国への対応を主張する右傾化思想
ウ◯チ野郎が口を開くな,oppose,leadership,侮辱的表現での指導力否定
マッチポンプ岡田と愉快な仲間たち,oppose,other_reason,政治的敵対者を侮辱的に描写
">>1
立憲民主党のせいとか微塵も考えてなさそうだなw",oppose,political_ideology,立憲民主党を攻撃的視点で批判
>>95 小西がしゃべるとネトウヨが大騒ぎっておもしろいよな,neutral,other_reason,指摘は現象観察で立場表明なし
こいつに投票してる馬鹿共は国賊,oppose,oppose,高市氏支持者を国賊と非難
本人もネトウヨもなんで経済オンチって言われてるかすら分かってなさそうwww,oppose,other_reason,高市氏の失政を皮肉りながら批判
ネトウヨ以外はわかってるから大丈夫だよ,oppose,other_reason,高市総理への支持を前提としている
小西に払うお金は無い,oppose,other_reason,小西の批判に否定的な支援の言及
台湾が尖閣諸島の領有権を主張してるのにはダンマリwww,neutral,other_reason,発言者が誰を支持・批判したか不明
"チャイナリスクにはいつか決着つけなきゃいけなかった
いい機会なので高市はこのままどんどん進んでくれ",support,political_ideology,チャイナリスクへの対応姿勢を支持
働き者の馬鹿は銃殺なんだよ,neutral,other_reason,表現が比喩的で、高市氏批判と直接関係がない
高市支持者がいっぱいいるようだな 実際、高市って何が得意なの？参拝？,oppose,other_reason,実際の実績を否定し、参拝にしか特徴がないと質問
立憲はもう終わりです,oppose,political_ideology,政党に対する否定表現
>>108 デマの吹聴は人一倍得意だゾ,oppose,political_ideology,高市氏を左翼デマの拡散者と非難
阿呆の立憲民主って認識で定着しつつあるな,oppose,political_ideology,「立憲民主」を批判し、感情的否定
">>95
なんで？",neutral,other_reason,主張を表明せず、単なる問いかけ
"えっ！？あんた！
民主党時代、あなた達が尖閣を国有化して
中国で大暴動を起こした事をお忘れか？
あそこから問題が継続している。",oppose,other_reason,民主党時代の政策の責任を問う批判。
クイズだけやってろ,neutral,other_reason,記事内容との関係性が不明
さすがだ物価高市 ｗ,oppose,political_ideology,高市に物価高を赤線で連想
移民1人ごとに受け入れ企業と双方に数百万円規模の税金ばら撒いてまで日本人正規労働者も外国人移民に置き換えようとしてんのに賃金なんか上がるわけねーだろw国民にはお米券w2万円の子ども手当w自民に投票したバカのおかげだよ,oppose,political_ideology,自民党への批判を含む政策対立をしつこく明かしている
"立憲チャイナ共産党が
何だって？",neutral,other_reason,政治的立場表明なし、とらえどころがない
で、立憲はあの見解はしっかり間違ってると撤回する必要があるのかないのか教えてほしいな。2日位前の時点で立憲だけ見解出してなかったように見えた,neutral,neutral,立場表明せず、状況説明と問いかけ
ただの中傷じゃん,oppose,criticism_validity,中傷と言う批判を正当化している
"立憲は株上げたな
次の選挙は大勝だろ！",oppose,political_ideology,立憲民主党への支持を示唆
"もっともっと炙り出せ
高市vs中国+立憲共産+オールドメディアって構図にして解散しろ
そうすれば負けはない",oppose,political_ideology,対中国・立憲共産・メディアへの敵対構図を成す表明
"クイズ王w
まだいたのかw",oppose,other_reason,冷笑的・軽蔑的な表現で批判的
">>1
”高市首相は「（台湾有事が）戦艦を使って、武力の行使を伴うものであれば、これは“どう考えても”存立危機事態になりうるケース」と答弁した。“
news.yahoo.co.jp/articles/45d9f145585e051b1d620c815694deb1a83a68c1

高市さんは台湾だなんて一言も言っていないんだよね。
岡田さんが台湾だと言っただけで。

「支持率下げてやる」ために台湾と絡めてしつこく質問した岡田さんと
「支持率下げてやる」ために岡田さんの台湾発言を高市さんの言葉に加えたマスコミが

このただの国会質疑を国際問題化させたんだよ。

水産関係者に謝罪するべきなのは立憲民主党とマスコミだよ。",support,political_ideology,政権支持者による反論と非難
"舌禍麻生が後ろ盾
舌禍高市 …",oppose,political_ideology,舌禍で政治的信条を批判
"日本国憲法 前文より

日本国民は、正当に選挙された国会における代表者を通
じて行動し、われらとわれらの子孫のために、諸国民との
協和による成果と、わが国全土にわたって自由のもたらす
恵沢を確保し、政府の行為によって再び戦争の惨禍が起る
ことのないようにすることを決意し、ここに主権が国民に
存することを宣言し、この憲法を確定する。

高市の態度のどこが「諸国民との協和」だ。
高市のおかげで中国は日本産水産物の輸入を停止した。
中国は日本産牛肉の輸入再開協議も中止した。
中国はレアアースの輸出を規制した。
高市は日本の国益を損ねた。

これが無教養＝野蛮人

高市早苗だ

どうぞｗｗｗ

飛んで火を吹くカメ型ブロック怪獣
https://www.youtube....m/shorts/Vz98e2dyCc0",oppose,diplomacy_ability,中国との関係悪化を挙げ、外交能力を批判
">>1
>>2
石破辞めるなデモの参加者ハゲたジジイばかりだったのホンマ草
s://i.imgur.com/v9Vl5kw.jpeg
s://i.imgur.com/xsHb8SJ.jpeg
s://i.imgur.com/HVeXJe4.jpeg
s://i.imgur.com/TG8cJYe.jpeg
s://i.imgur.com/qA66veP.jpeg
s://i.imgur.com/fR8fC5r.jpeg
s://i.imgur.com/cUA31Pk.jpeg
s://i.imgur.com/HTmRUnz.jpeg",neutral,neutral,笑い・皮肉表現の判断
どうでもいいから首相代えろよ,oppose,leadership,リーダーシップ不備から更迭を要請
"中国がわが国と国交のない台湾と紛争を
起こせば、それこそが

【日本の存立危機事態＝日本の武力行使事態】

なのです。

この馬鹿　誰？

高市早苗ｗｗｗｗ
。。。。

【日本の存立危機事態＝日本の武力行使事態】
は中国から見れば米軍の攻撃を意味するのだ。
中国の反発は当然であり長期化する。
日本は高市のせいで国益を損なった。
無教養＝野蛮人が。
高市早苗はオ女なら責任を取れ。

「一つの中国」で検索",oppose,security_ability,安全保障観の誤謬を露呈する発言と批判
"いきなり総理にする前に段階を踏むべきだったな
安倍総理はそこを経て慎重さを学んだ",oppose,leadership,総理就任前の段階不足を批判
高市早苗首相、独自貫いた1カ月　会食ゼロ、議員宿舎で勉強漬け「飲んでる暇があれば、政策を練り、資料を読みたい」,support,leadership,勤勉さ・執念を称賛
">>108
売国奴の炙り出し",oppose,criticism_validity,高市氏を批判的に呼称
媚中議員も焦ってるなw,oppose,political_ideology,媚中と非難で政治思想批判
,,,
"なんだ高市がバカだっただけか
歴代総理の答弁
・安倍総理「存立危機事態」
具体的にいかなる事態が存立危機事態に該当し、自衛隊に防衛出動を命ずるかについては、実際に発生した事態の個別具体的な状況に即して、
政府が全ての情報を総合して客観的、合理的に判断することとなるため、一概にお答えすることは困難であります。

・菅総理「台湾有事」
御指摘の、台湾有事における我が国の対応に関し、いかなる事態が重要影響事態等に該当するかについては、実際に発生した事態の個別具体的な状況に即し、
政府が全ての情報を総合して客観的、合理的に判断することになるため、一概に述べることは困難であります。

・岸田総理「台湾有事&存立危機事態」
台湾をめぐる問題は対話により平和的に解決されることが、解決されることを期待するというのが我が国の一貫した立場であり、
これについてはこれまで明確に説明、発信をしてきております。
なお、いかなる事態が存立危機事態に該当するかは、個別具体的な状況に即し情報を総合して判断することとなるため、一概に述べることは困難であります。

・石破総理「台湾有事」
台湾有事という仮定の御質問に関し、私の認識を含め、政府としてお答えをすることは差し控えますが、その上で申し上げれば、台湾海峡の平和と安定は、
我が国の安全保障はもとより、国際社会全体の安定にとっても重要であり、台湾をめぐる問題が対話により平和的に解決することを期待するというのが、
我が方の従来からの一貫した立場であります。

・高市総理「台湾有事」
先ほど有事という言葉がございました。それはいろいろな形がありましょう。
例えば、台湾を完全に中国北京政府の支配下に置くようなことのためにどういう手段を使うか。
それは単なるシーレーンの封鎖であるかもしれないし、武力行使であるかもしれないし、それから偽情報、サイバープロパガンダであるかもしれないし、それはいろいろなケースが考えられると思いますよ。
だけれども、それが戦艦を使って、そして武力の行使も伴うものであれば、これはどう考えても存立危機事態になり得るケースであると私は考えます。",oppose,leadership,本人が『バカ』と明言
"音痴なんかじゃない
故意に悪意を持って日本を破滅させようとしてるんだよ、犯罪者集団自由民主党は",oppose,political_ideology,自由民主党を「犯罪者集団」と非難
