comment,stance,reason,explanation
,,,
聖おまんこ女学院,neutral,other_reason,記事内容と無関係の特定個人・団体の言及
決まった！！,support,leadership,高市氏の行動を肯定的に受け止めている
なんで米国が内政干渉してくるんだ？ 植民地だからか？,oppose,diplomacy_ability,米国の介入を不快視し、外交能力を批判
">>1
物価高市！m9(^Д^)プギャーｗｗｗ
日銀利上げしろカス",oppose,public_opinion,物価対策で高市氏を批判
"このままだと日中戦争だもんなぁ
日本の大都市は焼け野原",oppose,security_ability,安全保障の観点から批判的に述べている
日本政府関係者「WSJにそう書いてあった」,neutral,other_reason,出典の言及で立場表明なし
日本政府関係者(立民)じゃないだろうな,neutral,other_reason,党派特定での立場表明なし
これはノーベル平和賞,neutral,other_reason,高市氏への評価ではなく、公的な賞にのみ言及
アメリカへの根回しを怠った高市の負け臭いなあ,oppose,diplomacy_ability,対米外交上の失策を批判
サヨク共同通信のニュース信じるとかアホかな？,oppose,criticism_validity,報道機関への信頼性を疑問視
それって貴方の願望ですよね,oppose,leadership,高市氏の言動を尊大・感情論と批判
">>6
中国が台湾侵攻しなければ何も起きない",neutral,neutral,対象人物に関する触れず、見解のみ
発狂してエスカレートしているのが支那畜生だけw 日本国様は特に支那畜生に興味ございません,oppose,political_ideology,侮辱的表現を用い、中国を否定する右翼的立場を表明
ダサいピョンピョンおばちゃん,oppose,leadership,外見から指導力を否定
"太平洋戦争くらいから
売った喧嘩に負けるスタイルが定着してる",oppose,diplomacy_ability,外交対応の失敗を歴史に喚起し批判
根回しも何も台湾有事で自衛隊が米軍のサポートするのは既定路線,neutral,other_reason,事実提案にすぎず立場表明がない
またガセ？,oppose,criterion_validity,トランプ発言の真偽を疑い、主張の妥当性に否定的
wow wow wow 渚はイマジネーション,neutral,other_reason,テキストが著者的情感表現であり、内容が関連性を欠いている
存立危機事態に触れるのはエスカレーションではない,neutral,other_reason,立場表明せず、エスカレーションの定義を論じている
壺市は迷惑おばさん,oppose,leadership,人格攻撃による指導力否定
共同通信アル,neutral,other_reason,出典情報を指摘する内容
日本には三十路過ぎの独身男にC4爆弾80キロを体に巻き付けた自爆要員の戦士がごまんといるから中国はビビってる,oppose,leadership,自爆行為による抑止力の誇張で指導力判断
TACO大統領に叱られて口答えしたらあかんよ、早苗ちゃん,oppose,diplomacy_ability,外交上の対応を悪く評価
日本を黙らせなければ大豆買わないって脅したんじゃ,support,diplomacy_ability,日本が外交的圧力を拒否したと肯定
高市クビにすれば解決,oppose,leadership,高市氏の資質が不適切と判断
トランプ「そんな話はしていない」,neutral,other_reason,トランプ側の発言を引用しており、立場表明なし
つまり高市辞任だな,oppose,leadership,辞任を示唆し指導力の欠如を暗示
>>1 同志クラスノフようやっとる,neutral,其他原因,同志クラスノフとの比喩は文脈不明で、高市氏擁護・批判のいずれかと結びつかない
">>23
チャイナは10倍いるアルｗｗｗ",neutral,other_reason,数字的比較で立場は表明されていない。
国難高市政権,oppose,leadership,国難という負の評価を高市氏に投げかけ
"ハル?ノート
ソ連スパイとユダヤルーズベルト
真珠湾攻撃米軍スパイ海軍トップが英米スパイの偽旗作戦",neutral,other_reason,トランプや高市氏批判無関、主張曖昧
"防衛も外交も素人なのに首相にしたらあかんな
小泉には防相と外相も経験しといてもらおう",oppose,leadership,素人で不適任とし、領導力を否定
">>1
きょーどー",neutral,other_reason,単なる感嘆・ホログラム表現で判断不可
日本は何もしてないじゃん。中国か勝手に被害妄想爆発させてるだけだろ。トランプにしたって米軍助けに行くよと言われれば嬉しいだろ。,oppose,criticism_validity,高市氏の行動を批评し、被害妄想と揶揄した
"エスカレートしてるのは中国
日本は何もしてない",neutral,neutral,立場表明なし。文脈が中立
"日中の関係が悪化してるってことは米中の関係は良くなってるってことだからトランプは嬉しいだろ
中国はそういう外交バランスを取る国だ",support,diplomacy_ability,米中維持への外交判断を支持
">>33
経済もど素人
ほんとゴミ",oppose,leadership,経済知識なさすぎと人格否定
"威勢よくイキってたのに
降りる梯子なくなった
女総理の悲しき姿がそこにあったとさ
おしまい",oppose,leadership,高市氏の民望の高さに言及後、失策を映した
"そりゃ言われるよな
習近平を国賓として迎えようとしてるところに手下が勝手にケンカ売るんだもんな",support,diplomacy_ability,中国招致を前提とし支援判断を肯定
"木原官房長官、WSJ報道「そのような事実はない」WSJに抗議★2 [11糖質官房長官?wsjの記者ガー！病院いけやw頭アルミホイルw会話した内容を会話してないと否定するとかもう外交ってレベルじゃないだろ
大阪、高市ショックで逝く。 大阪府観光局「府内のホテル２０社で５０％～７０％のキャンセルが発生している」
白浜町のパンダ、年1億円のレンタル料で40億円の経済効果があった事が判明する?? [616817505]
ひるおび「WSJの記事は中国寄りの記者が書いたかもしれない！情報戦に気をつけろ！??」高市ウォールストリート?ジャーナルが日米電話会談報道の見出しを訂正　台湾関連発言「トーン和らげるように」から「発言抑制するように」
一ビット脳は昆虫並みの知能しかねぇな
悲報】中国で日本のアニメが放映禁止され始める [807233202]
田崎スシロー「WSJの記事は中国よりの記者が書いたかもしれないから鵜呑みにしないように」恵「情報戦ですね」 [931948549前国家公安委員長の政支部、パチンコ会社や「幽霊会社」から献
[2719124】WSJ「え、ホワイトハウスから聞いたんだけど…」日本政府も認めたのかよ
トランプ大統領、日中対立「沈静化の必要性」に言及。高市氏との電話協議で。複数の日本政府関係者 [256556981]
【悲報】米メディア「高市早苗は外交の泥沼に自ら足を踏み入れた間抜け」 [714769305]【悲報】高市内閣、トランプの顔に泥を塗る対応始める★2 [サークルクラッシャーw]
[93194高市内閣?
、WSJ） 「トランプが高市首相に挑発しないよう助言」 と一斉報道→日本政府は否定wwww [271912485]木原官房長官、WSJ報道（トランプ大統領の高市首相への台湾発言抑制要請）への言及避ける [蚤の市★]【悲報】",oppose,political_ideology,中国寄りや園産で抑揚する描写で批判的
"内政干渉って事は台湾有事は米軍抜きの自衛隊だけで戦うのか？ありえないだろ
同盟国の米軍がやるっていうなら参戦するって話であってあくまでも米軍が主体だ
米軍がやらないなら日本もやらないの勘違いしてはいかんね",neutral,neutral,台湾有事に関する日米連携の評価を論じている
すでに否定されてるのに　凶道,oppose,political_ideology,台湾有事を「存立危機事態」とする主張を否定済みの立場を強調
また「そんなことは話してない」ってパターン,oppose,diplomacy_ability,高市氏の発言を否定し、外交対応に言葉の整合性を求めた
">>40
日本はアメリカの手下でもない",oppose,political_ideology,日本がアメリカの従属関係にないという主張
"つーかトランプに聞きに行けよ
なんか伝言ゲームになってるし",neutral,other_reason,トランプへの直接対話提案で立場表明未完
とりあえずおやびんの助言に従っておけ,neutral,other_reason,具体的な立場表明なし、含意曖昧
アメリカは一度成立しなかった台湾との交流促進法が上院通ったぜ　笑,oppose,diplomacy_ability,台湾関連法案支持の米動向に冷笑し、外交対応への不満を露わ
おパヨ様また適当な発言しちゃったな,oppose,political_ideology,自らを『おパヨ様』と表現し右翼系政治思想を批判
"でもトランプは明確に管理と言った
日本に自覚が無くとも日本はアメリカの管理下にあると言う事だ",oppose,diplomacy_ability,日本はアメリカの管理下にあると批判
"来春に向けて米中首脳が相互訪問するって事は米中は友好になるわけだから、
日本としても中国といがみ合う理由は無いわけだ。なんかあったっけ？",oppose,diplomacy_ability,日本は中米友好で対中警戒を放棄すべきと主張
"文化大革命に天安門大虐殺
自国民を平然と大虐殺する中国共産党
シナはこの地球上にあってはならない国！！！

1989年6月4日天安門大虐殺
六四天安門",neutral,other_reason,記事主題とは無関係
対立はどんどん激化した方がいい。今まで中国を甘やかしすぎたから日本が危うくなってきた,oppose,diplomacy_ability,高市氏の外交姿勢を批判
エスカレートさせてるのは中国だから日本にできるのは落ち着いて大人の対応をするのみ,support,diplomacy_ability,日本側の落ち着いた対応を称賛
"このスレのまとめ　具体的反論が不可能な正論集です
台湾関係でヒステリックな反応が起きている(起こしている）が、
中国のいってることはただのヤクザだが、↓のように言えない日本もまた幼稚だ。
そしてそれらが分からない国民もまた、哲学がなく、感情や利害だけで物事を見る幼稚な人々なのである。
「沖縄に住む人々の大多数は日本に属したいと思っているから日本の一部になっている。
同じように、台湾に住む人々は中国に属したいのであれば日本はそれを尊重するし、
属したくないのであれば、日本はそれを尊重する。
それがその土地に住む人々の意思を尊重することであり、それが幸福につながるのだから。
その土地がどうあるべきかは、その土地の人々がどうしたいかで決めるべきであり、権力者が決めるべきことではない。」
と正論を堂々と言えばよい。
この正論に歯向かった時点で中国は世界から見放されるのだから。
中国のこれまでの言動によって、世界におけるイメージは最低レベルなので、
日本は普通に正論を言えば、ますます中国は世界から危ない国だと思われ、世界は日本の見方になってくれます。
（もはや正しさより自分の利益しか考えないアメリカは、あいまいな態度をとるしかないでしょうがね）
中国につくのはアフリカ諸国などの、中国マネーを正しさより優先するような国だけです。",oppose,diplomacy_ability,高市氏の発言否定・外交的姿勢批判
"共?同?通?信
スパイ防止法必要だわ",neutral,other_reason,記事の内容や立場に無関係
ネトウヨいつも負けてんなwwwwwwww,oppose,political_ideology,ネトウヨの集団を皮肉り、批判的立場
日本に無視されてるからってアメリカやフランスに泣きついてるのは大国？としてどうなん？笑,oppose,diplomacy_ability,日本が小国で海外に依存する姿勢を批判
むしろ反米感情が湧いてきた この高圧的な白豚のせいでアメリカの印象かなり悪くなった,oppose,leadership,高市氏を「高圧的な白豚」と蔑称し批判
"習近平の国賓来日がコロナでおじゃんになったように
トランプもシナ行かないし習近平もアメリカ行かないに100コロナ",neutral,neutral,高市氏に対する評価なし
アメリカは武器だけ売りたい台湾有事には介入しません,oppose,diplomacy_ability,外交通商能力の欠如を批判
,,,
コレって、トランプの日本に対する内政干渉やと思うんやけど？ この件に対して高市さんはトランプに対して抗議したんかな？ ひょっとして、高市さんはトランプに内政干渉されっぱなしのまま電話切ったんかな？ もし、抗議無しで電話切ったなら、高市さんダサ過ぎやろコレ 高市自民維新政権は日本の政治史上最高にダサいわ こんなダサい政権イランわ,oppose,leadership,指導力に対する直接的否定
懸念を伝えたのは普通の話だろ,neutral,other_reason,政治的立場表明なし
https://www.asahi.co...41XPTCWUTFK00LM.html　　そもそも25日の日米首脳電話協議直後の日本政府側の説明では、両首脳間で台湾問題をめぐるやりとりがあったことを公式には認めていなかった。朝日新聞が首脳協議の内情を知り得る複数の日本政府関係者を取材したところ、次のような事実関係が判明した。,neutral,neutral,政府の事実関係を中立的に伝えている。
共同通信だからデマ！,oppose,other_reason,メディア信頼性への否定的評価
捏造,neutral,other_reason,単なる否定表現で立場が不明
またまた支持率上がってしまうわ,support,leadership,支持率上昇を肯定的に捉え、指導力評価
ぴょん跳ねがアカンかったんとちゃうか アレ、流石のトランプ大統領も「こいつキッモｗｗ」って思ったんだろうに,oppose,leadership,行動が不適切と批判
国賓として招待しあう計画を進めている時にそれをぶち壊そうとする高市にトランプがムカつくのは当然だよな,oppose,diplomacy_ability,外交の枠組みを破壊する行動と評価
そんなことよりトランプがキンペーを国賓招待するとかいう記事はどーなったの共同通信 だれも追随してこないけど ひょっとしてソースは密接な関係にある支那共産党指導部？,oppose,criticism_validity,トランプ批判と中国批判を結びつけ、発言正当性を否定
日本の主要メディアは本来なら免許剥奪が相当。あまりにも酷すぎる,neutral,other_reason,メディア批判で、高市氏擁護・批判は不鮮明
">>61
グアムやサイパンやハワイの近くまで中国の潜水艦や軍艦が来るようになるからそれはない",neutral,other_reason,内容が具体的な事実や予測を述べるのみで判断なし
中国人観光客が消えたらムスリムが目立つなw,neutral,other_reason,トルコら称を含むスレが敵味方で非難し合っており、高市氏に対する評価の立場が不明
バカ市無念ｗ,oppose,leadership,「バカ市」と皮肉表現で指導力を批判
