comment,stance,reason,explanation
麻生太郎議員も mutually assured destruction で中国を抑えるべきと力説。高市首相の立場は理解できる。,support,security_ability,安全保障観点からの中国抑止を支持
存立危機事態ってそれ社民党のことだろｗ,oppose,political_ideology,社民党批判による皮肉表現
スパイじゃないんだからさ,neutral,other_reason,政治的立場表明ではなく、意味不明な二分法の発言
本当に弁護士なの？抜き打ちテストしたほうがいいんじゃない？,oppose,leadership,高市氏の専門能力に疑問を呈し、指導力不足を指摘
おっそ,neutral,other_reason,反応表現で立場表明なし
中国代表,neutral,other_reason,人物名のみで立場表明なし
そもそも集団的自衛権そのものを認めない立場の人たちとは相容れるわけがないので黙ってていいです,oppose,political_ideology,対立する政治的立場と意識して意見を無視
うるせーよ泡沫政党,oppose,political_ideology,社民党を軽蔑的に「泡沫政党」と批判
"物価高市！m9(^Д^)プギャーｗｗｗ
日銀利上げしろカス",oppose,political_ideology,高市氏と物価高を連動させ批判
何で落ち着いた頃を見計らってしゃしゃってんの？,oppose,political_ideology,高市氏の行動を批判的に評価している
こいつなら中共の手先みたいなこと言うだろうよ 全然ブレてない,oppose,political_ideology,『中共の手先』という政治的レッテルで批判
,,,
1％以下の誰も気にしない存在が政治語ったら駄目でしょ民意とは何かね,oppose,political_ideology,一般市民の意見を軽視し、political_ideologyの立場を指摘している
"おおざっぱに批判は
1. 本当のことだけど別に言わなくていいじゃん
2. けしからん間違いだ！　日本が中国を侵略すると言ってる！
の二通りに分かれると思うが後者は真性だからな…",oppose,criticism_validity,高市氏の発言に対して合目的的と批判しているため
チョンは黙ってろ,oppose,political_ideology,中国政府を蔑視・リアル怒り表明
"来年には政党要件を満たせずに政治団体に格下げされる社民党
北朝鮮とパチンコ屋の社民党",oppose,political_ideology,党勢低迷と受難を根拠に政党イメージ批判
言うでしょう　この人ならそう言うでしょう,oppose,political_ideology,高市氏の思想的背景を踏まえ、その発言は予測されるものと批判的に評価
">>2
存立危機事態って言葉に敏感になってるんだろ
分かるよな〜",neutral,other_reason,劉氏の言動への直接的評価せず、 sujetへの理解を示すのみ
捨て駒狙いたがってたやつらだ、皮肉った対応はよく見るようになったわ。,oppose,political_ideology,対中対応として中国を薄めたと批判
もう少し議席を増やしてからまた来てください,oppose,political_ideology,社民党に議席増強を求めており、高市を批判している
"中共と同じこと言ってるな
さては…",oppose,political_ideology,高市氏の発言が中国に同調していると批判
え？まだ言ってるの？w,neutral,other_reason,笑顔記号で状況を軽く捉えており、立場表明なし
見事な忠犬っぷりだな,oppose,political_ideology,忠犬比喩で政治的忠誠を批判
"仮に撤回して本当に台湾有事が起こったらどう責任を取るのか言えよ
護衛を目的とした集団的自衛権が行使出来ないなら9割の石油が台湾海峡を通ってくる日本は詰みなんだぞ",support,security_ability,台湾有事への対応能力を支持
泡沫ですらない,oppose,political_ideology,論点を『泡沫』にたとえ、否定的な評価
ラサールさんは何て言ってるの？,neutral,other_reason,人物言及が不確かで背景不明
ガチ詳しい人に聞きたいんだけど、日本と中国の関係が悪化することで地方の中小サッシ製造会社の仕事減る？潰れる？,neutral,other_reason,記事主題外で判断不可
台湾を見捨てろと,oppose,political_ideology,台湾支援否定の主張は極めて批判的
社民党の存立危機の心配をした方がいいよ,neutral,other_reason,立場表明なし。相手を擁護・批判していない。
スパイが何か言ってる,neutral,other_reason,政治人物への言及せず、文脈不明
,,,
ほんと馬鹿だな、高市発言が台湾有事も遠ざけたし米中の緊張緩和にも役立ってるんだよ,oppose,other_reason,発言を馬鹿げていて問題と批判
犬はワンワン吠えてれば良いんだよ,neutral,other_reason,犬の鳴き声についての一般論で政治的立場不明
みずぽ　いけいけｗ,neutral,other_reason,励まし表現で表明なし
確かに社民は存立危機事態ではあるな,neutral,other_reason,立場表明が曖昧で整合性不十分
中国共産党と協力して高市を叩くニダ,oppose,political_ideology,高市を中国共産党と共謀して批判している
"僕、ネトウヨなんだけどｗ
みずぽｗ　いけいけ！ＧＯＧＯｗ",support,political_ideology,自らネトウヨと表明し、福島氏を応援
シナチクの手先がこう言うって事は絶対に撤回しちゃ駄目だって事だな,support,political_ideology,中国寄りの勢力の反対を理由に撤回反対を表明
中国に帰れ,oppose,political_ideology,外国人関係への否定的発言
毟ろ、辞任して発言を無だった事にした方が丸く収まる,oppose,leadership,辞任を主張し、指導力への不信を示した
スパイは黙っとけ,neutral,other_reason,具体性及び表面的主張の欠如
長年連れ添った仲間に三行半叩き付けられる党運営見直しの方が先では,oppose,political_ideology,党運営批判と峻別する表明
岡田のほうが暴走してる,oppose,political_ideology,岡田氏を批判し、高市氏に支持傾向
キンペーからの指令ですか,oppose,political_ideology,外部勢力コントロールを暗示する表現
こいつがこう言うんなら撤回しないのが正解か,oppose,political_ideology,福島氏による高市氏批判を支持
"衆議院0の政党を記事にする必要性
N国も記事にしてやれ",neutral,other_reason,政党の存在理由についての話題が記載されていた。
福シナ瑞穂,oppose,political_ideology,福島氏の立場を直接引用・支持
みずぽさんはネトウヨ統一協会なんて気にしないでどんどんアホ右翼首相に突撃して欲しいわ,support,political_ideology,右翼的価値観を支持する表現
